1,2,3,4,5,6,7,8,9,10,11
1.0,0.9085325427502787,0.9387656234860964,0.8854387203011058,0.9110774049548053,0.8965052100091576,0.8718965791797549,0.9185918985289564,0.934468890466052,0.8930985785062737,0.8996568498057999
0.9201441451096494,1.0,0.9361219150968206,0.8896583156904252,0.9454453528664621,0.91781550874935,0.8886025739392266,0.9241947404811289,0.9277056457785382,0.918680835301199,0.8995814321807004
0.9227028547697831,0.9024530591311101,1.0,0.8854240178781465,0.9050102968197014,0.9201296933396026,0.8704923491176513,0.890851870395537,0.9023365201296984,0.8640551928508583,0.8620737332981393
0.8195908743820913,0.8339900676749102,0.8602571733082345,1.0,0.8410466994685118,0.8166844046234186,0.850977894233971,0.812984288200653,0.8687429549534509,0.7906074917812654,0.8004198247797185
0.9227162511554381,0.9458350533518479,0.9094218445056542,0.8896142084215477,1.0,0.9452515902284474,0.844000173719183,0.9449371766444932,0.9143183178168364,0.9332198916516181,0.9190014706436895
0.9150133294037269,0.9326378203925403,0.9213808185807024,0.8811456127969892,0.9371462395027931,1.0,0.871795242989706,0.9266385332475028,0.9196203676644548,0.935453998240496,0.9153688550347547
0.8260881214248388,0.7966375201711264,0.8509557490276413,0.8669871794871795,0.7888966988519354,0.7965002598816918,1.0,0.7638342512457379,0.867560082940203,0.7528591934064913,0.776349032768958
0.8943828954947958,0.9253699603457556,0.9067781361163785,0.8626940719830629,0.935974745045811,0.9262183501225146,0.8579121849530228,1.0,0.9009309898551331,0.9221072371162664,0.8876025993941457
0.8956957412889994,0.9470609574561237,0.9215053912273174,0.8952893436838398,0.9323616095100683,0.9285820359874257,0.9163252602168597,0.9163149989271158,1.0,0.9076260591748851,0.8996191409932507
0.9150401221750369,0.9326503296180939,0.9107921436184203,0.8881880733944949,0.9466661734058429,0.9298195678538713,0.8746037031139161,0.9575495315070456,0.9290694276291069,1.0,0.9105546966326029
0.9110479992498018,0.9085075242991714,0.8814206818276196,0.8542401787814636,0.9051336120256992,0.8988193945994103,0.8313765797588198,0.8933314259828817,0.8849135111816203,0.8919988887345466,1.0
